,chromosome,start,end,strand,intron_motif,annotation,unique,multi,max_overhang,i,canonical_start,gene_id_start,canonical_end,gene_id_end,n_genes,gene_id,gene_name,intron_group,n_genes_per_intron_group,intron_group_size
148,8,3560453,3560539,+,1,0,244,0,16,7786,2,,1,ENSMUSG00000004567,1,ENSMUSG00000004567,Mcoln1,Mcoln1_8_3560539_+,1,2
149,4,3560693,3562019,-,2,1,214,0,25,7794,1,ENSMUSG00000028232,0,ENSMUSG00000028232,1,ENSMUSG00000028232,Tmem68,Tmem68_4_3560693_-,1,2
150,4,3560693,3564092,-,2,1,4011,1,16,7795,1,ENSMUSG00000028232,1,ENSMUSG00000028232,1,ENSMUSG00000028232,Tmem68,Tmem68_4_3560693_-,1,2
151,16,3562632,3563640,+,1,1,675,1,15,7832,1,ENSMUSG00000022529,1,ENSMUSG00000022529,1,ENSMUSG00000022529,Zfp263,Zfp263_16_3563640_+,1,2
152,8,3562866,3564782,+,1,1,9208,0,25,7845,1,ENSMUSG00000004567,1,ENSMUSG00000004567,1,ENSMUSG00000004567,Mcoln1,Mcoln1_8_3564782_+,1,3
153,8,3562998,3564782,+,1,0,153,5,25,7851,2,,1,ENSMUSG00000004567,1,ENSMUSG00000004567,Mcoln1,Mcoln1_8_3564782_+,1,3
154,16,3563377,3563640,+,1,1,126,1,4,7855,0,ENSMUSG00000022529,1,ENSMUSG00000022529,1,ENSMUSG00000022529,Zfp263,Zfp263_16_3563640_+,1,2
155,8,3563556,3564782,+,1,0,196,13,23,7863,2,,1,ENSMUSG00000004567,1,ENSMUSG00000004567,Mcoln1,Mcoln1_8_3564782_+,1,3
156,4,3564258,3567280,-,2,0,131,0,18,7874,1,ENSMUSG00000028232,2,,1,ENSMUSG00000028232,Tmem68,Tmem68_4_3564258_-,1,2
157,4,3564258,3569363,-,2,1,3461,1,25,7875,1,ENSMUSG00000028232,1,ENSMUSG00000028232,1,ENSMUSG00000028232,Tmem68,Tmem68_4_3564258_-,1,2
158,8,3565557,3566680,+,1,1,399,0,23,7906,1,ENSMUSG00000004565,1,ENSMUSG00000004565,1,ENSMUSG00000004565,Pnpla6,Pnpla6_8_3566680_+,1,2
159,8,3566569,3566680,+,1,1,341,0,21,7922,1,ENSMUSG00000004565,1,ENSMUSG00000004565,1,ENSMUSG00000004565,Pnpla6,Pnpla6_8_3566680_+,1,2
160,4,3575130,3583424,+,1,1,9422,70,21,8036,1,ENSMUSG00000028233,1,ENSMUSG00000028233,1,ENSMUSG00000028233,Tgs1,Tgs1_4_3583424_+,1,2
161,4,3575130,3585030,+,1,1,403,0,24,8037,1,ENSMUSG00000028233,1,ENSMUSG00000028233,1,ENSMUSG00000028233,Tgs1,Tgs1_4_3585030_+,1,2
162,14,3575542,3581246,+,1,1,160,0,4,8044,0,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3581246_+,1,3
163,14,3576112,3581246,+,1,1,2211,59,14,8051,1,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3581246_+,1,3
164,14,3576469,3581246,+,1,1,945,9,23,8058,0,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3581246_+,1,3
165,19,3576935,3594107,-,2,1,2172,3,6,8064,1,ENSMUSG00000024908,1,ENSMUSG00000024908,1,ENSMUSG00000024908,Ppp6r3,Ppp6r3_19_3576935_-,1,2
166,19,3576935,3625640,-,2,1,263,2,18,8065,1,ENSMUSG00000024908,1,ENSMUSG00000024908,1,ENSMUSG00000024908,Ppp6r3,Ppp6r3_19_3576935_-,1,2
167,4,3578915,3583424,+,1,0,219,1,14,8082,2,,1,ENSMUSG00000028233,1,ENSMUSG00000028233,Tgs1,Tgs1_4_3583424_+,1,2
168,14,3581431,3839264,+,1,1,381,29,19,8107,1,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3839264_+,1,5
169,4,3583490,3585030,+,1,1,13056,18,25,8125,1,ENSMUSG00000028233,1,ENSMUSG00000028233,1,ENSMUSG00000028233,Tgs1,Tgs1_4_3585030_+,1,2
170,8,3587521,3587766,+,1,1,113,1,22,8163,1,ENSMUSG00000004565,0,ENSMUSG00000004565,1,ENSMUSG00000004565,Pnpla6,Pnpla6_8_3587766_+,1,2
171,8,3587693,3587766,+,1,0,76,0,13,8168,2,,0,ENSMUSG00000004565,1,ENSMUSG00000004565,Pnpla6,Pnpla6_8_3587766_+,1,2
172,8,3587884,3591290,+,1,1,96,2,16,8169,0,ENSMUSG00000004565,1,ENSMUSG00000004565,1,ENSMUSG00000004565,Pnpla6,Pnpla6_8_3591290_+,1,2
173,8,3588086,3591290,+,3,1,2545,41,24,8172,1,ENSMUSG00000004565,1,ENSMUSG00000004565,1,ENSMUSG00000004565,Pnpla6,Pnpla6_8_3591290_+,1,2
174,4,3591315,3593459,+,1,1,2226,99,6,8214,1,ENSMUSG00000028233,1,ENSMUSG00000028233,1,ENSMUSG00000028233,Tgs1,Tgs1_4_3593459_+,1,2
175,4,3591668,3593459,+,1,0,69,0,19,8223,2,,1,ENSMUSG00000028233,1,ENSMUSG00000028233,Tgs1,Tgs1_4_3593459_+,1,2
176,5,3593948,3604638,+,1,1,19204,106,25,8259,1,ENSMUSG00000058503,1,ENSMUSG00000058503,1,ENSMUSG00000058503,Fam133b,Fam133b_5_3604638_+,1,2
177,5,3593948,3607743,+,1,1,126,0,25,8261,1,ENSMUSG00000058503,1,ENSMUSG00000058503,1,ENSMUSG00000058503,Fam133b,Fam133b_5_3607743_+,1,2
178,5,3594148,3604638,+,1,0,246,1,25,8269,2,,1,ENSMUSG00000058503,1,ENSMUSG00000058503,Fam133b,Fam133b_5_3604638_+,1,2
179,6,3594902,3600127,+,3,1,117,0,17,8278,1,ENSMUSG00000001376,1,ENSMUSG00000001376,1,ENSMUSG00000001376,Vps50,Vps50_6_3600127_+,1,2
180,14,3598203,3839264,+,1,1,7201,26,17,8320,1,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3839264_+,1,5
181,14,3598203,3882697,+,1,1,239,4,25,8321,1,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3882697_+,1,3
182,6,3598594,3600127,+,1,1,4389,3,17,8325,1,ENSMUSG00000001376,1,ENSMUSG00000001376,1,ENSMUSG00000001376,Vps50,Vps50_6_3600127_+,1,2
183,5,3604737,3607743,+,1,1,23193,51,25,8395,1,ENSMUSG00000058503,1,ENSMUSG00000058503,1,ENSMUSG00000058503,Fam133b,Fam133b_5_3607743_+,1,2
184,7,3620407,3620615,+,1,1,40332,13,25,8567,1,ENSMUSG00000035674,1,ENSMUSG00000035674,1,ENSMUSG00000035674,Ndufa3,Ndufa3_7_3620615_+,1,3
185,7,3620417,3620615,+,1,1,1365,0,13,8570,0,ENSMUSG00000035674,1,ENSMUSG00000035674,1,ENSMUSG00000035674,Ndufa3,Ndufa3_7_3620615_+,1,3
186,7,3620499,3620615,+,1,0,172,0,23,8574,2,,1,ENSMUSG00000035674,1,ENSMUSG00000035674,Ndufa3,Ndufa3_7_3620615_+,1,3
187,7,3620691,3622428,+,1,1,92884,22,25,8583,1,ENSMUSG00000035674,1,ENSMUSG00000035674,1,ENSMUSG00000035674,Ndufa3,Ndufa3_7_3622428_+,1,3
188,7,3620830,3622428,+,1,0,228,0,24,8589,2,,1,ENSMUSG00000035674,1,ENSMUSG00000035674,Ndufa3,Ndufa3_7_3622428_+,1,3
189,7,3621140,3622428,+,1,1,2292,0,10,8594,0,ENSMUSG00000035674,1,ENSMUSG00000035674,1,ENSMUSG00000035674,Ndufa3,Ndufa3_7_3622428_+,1,3
190,12,3622648,3639170,+,1,1,2259,6,19,8620,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3639170_+,1,2
191,12,3622905,3639170,+,1,0,70,1,17,8628,2,,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3639170_+,1,2
192,7,3623474,3623745,-,2,1,1684,0,8,8639,1,ENSMUSG00000006335,1,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3623474_-,1,2
193,7,3623474,3623775,-,2,1,2745,3,18,8640,1,ENSMUSG00000006335,0,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3623474_-,1,2
194,7,3624132,3627597,-,2,1,8206,52,24,8658,1,ENSMUSG00000006335,1,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3624132_-,1,3
195,7,3624132,3631822,-,2,1,78,0,21,8659,1,ENSMUSG00000006335,0,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3624132_-,1,3
196,7,3624132,3631826,-,2,1,405,2,25,8660,1,ENSMUSG00000006335,1,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3624132_-,1,3
197,5,3627345,3634239,+,1,1,88,0,22,8692,1,ENSMUSG00000008307,1,ENSMUSG00000008307,1,ENSMUSG00000008307,1700109H08Rik,1700109H08Rik_5_3634239_+,1,3
198,7,3627669,3631822,-,2,1,1067,4,21,8698,1,ENSMUSG00000006335,0,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3627669_-,1,2
199,7,3627669,3631826,-,2,1,6050,7,12,8699,1,ENSMUSG00000006335,1,ENSMUSG00000006335,1,ENSMUSG00000006335,Tfpt,Tfpt_7_3627669_-,1,2
200,5,3632248,3634239,+,1,1,211,0,3,8741,1,ENSMUSG00000008307,1,ENSMUSG00000008307,1,ENSMUSG00000008307,1700109H08Rik,1700109H08Rik_5_3634239_+,1,3
201,7,3633056,3633556,+,1,1,2723,0,6,8745,1,ENSMUSG00000008373,1,ENSMUSG00000008373,1,ENSMUSG00000008373,Prpf31,Prpf31_7_3633556_+,1,2
202,7,3633187,3633556,+,1,1,129,0,22,8748,0,ENSMUSG00000008373,1,ENSMUSG00000008373,1,ENSMUSG00000008373,Prpf31,Prpf31_7_3633556_+,1,2
203,5,3633622,3634239,+,1,0,114,0,20,8752,2,,1,ENSMUSG00000008307,1,ENSMUSG00000008307,1700109H08Rik,1700109H08Rik_5_3634239_+,1,3
204,11,3634746,3634837,+,1,1,706,0,24,8781,1,ENSMUSG00000034543,1,ENSMUSG00000034543,1,ENSMUSG00000034543,Morc2a,Morc2a_11_3634837_+,1,2
205,11,3634749,3634837,+,1,0,126,0,19,8784,2,,1,ENSMUSG00000034543,1,ENSMUSG00000034543,Morc2a,Morc2a_11_3634837_+,1,2
206,7,3637230,3639199,+,1,1,105,0,25,8819,1,ENSMUSG00000008373,1,ENSMUSG00000008373,1,ENSMUSG00000008373,Prpf31,Prpf31_7_3639199_+,1,2
207,7,3637862,3639199,+,1,1,2286,13,17,8821,1,ENSMUSG00000008373,1,ENSMUSG00000008373,1,ENSMUSG00000008373,Prpf31,Prpf31_7_3639199_+,1,2
208,5,3646367,3653231,+,1,1,412,1,14,8926,0,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3653231_+,1,2
209,5,3646518,3653231,+,1,1,1456,0,21,8930,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3653231_+,1,2
210,12,3646863,3682809,+,3,1,412,5,23,8939,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3682809_+,1,2
211,7,3648584,3653799,+,1,1,1547,0,3,8969,1,ENSMUSG00000035632,1,ENSMUSG00000035632,1,ENSMUSG00000035632,Cnot3,Cnot3_7_3653799_+,1,3
212,7,3648595,3653799,+,1,1,140,0,24,8972,0,ENSMUSG00000035632,1,ENSMUSG00000035632,1,ENSMUSG00000035632,Cnot3,Cnot3_7_3653799_+,1,3
213,7,3649065,3653799,+,1,0,260,0,24,8989,2,,1,ENSMUSG00000035632,1,ENSMUSG00000035632,Cnot3,Cnot3_7_3653799_+,1,3
214,8,3649250,3650675,+,1,1,837,0,24,8993,1,ENSMUSG00000044433,1,ENSMUSG00000044433,1,ENSMUSG00000044433,Camsap3,Camsap3_8_3650675_+,1,2
215,8,3650406,3650675,+,1,1,450,1,6,9013,1,ENSMUSG00000044433,1,ENSMUSG00000044433,1,ENSMUSG00000044433,Camsap3,Camsap3_8_3650675_+,1,2
216,14,3651128,3839264,+,1,1,154,0,18,9023,0,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3839264_+,1,5
217,5,3657787,3659853,+,1,1,3693,1,24,9142,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3659853_+,1,3
218,5,3657787,3660178,+,1,1,141,0,23,9143,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3660178_+,1,2
219,5,3657945,3659853,+,1,0,88,0,13,9149,2,,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3659853_+,1,3
220,5,3659750,3659853,+,1,1,222,0,19,9178,0,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3659853_+,1,3
221,5,3659978,3660178,+,1,1,4359,4,25,9184,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3660178_+,1,2
222,7,3661741,3662379,+,1,1,1977,116,17,9231,1,ENSMUSG00000035632,1,ENSMUSG00000035632,1,ENSMUSG00000035632,Cnot3,Cnot3_7_3662379_+,1,2
223,7,3661824,3662379,+,1,0,50,0,23,9233,2,,1,ENSMUSG00000035632,1,ENSMUSG00000035632,Cnot3,Cnot3_7_3662379_+,1,2
224,8,3663291,3663367,-,2,1,2052,1,19,9275,1,ENSMUSG00000019470,1,ENSMUSG00000019470,1,ENSMUSG00000019470,Xab2,Xab2_8_3663291_-,1,2
225,8,3663291,3663589,-,2,1,79,0,22,9277,1,ENSMUSG00000019470,1,ENSMUSG00000019470,1,ENSMUSG00000019470,Xab2,Xab2_8_3663291_-,1,2
226,11,3665235,3665487,-,2,0,93,0,16,9330,1,ENSMUSG00000020435,2,,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3665235_-,1,2
227,11,3665235,3665496,-,2,1,2503,9,21,9331,1,ENSMUSG00000020435,1,ENSMUSG00000020435,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3665235_-,1,2
228,12,3667692,3682809,+,1,1,5657,3,12,9367,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3682809_+,1,2
229,8,3668667,3668858,-,2,1,261,2,21,9380,1,ENSMUSG00000019470,0,ENSMUSG00000019470,1,ENSMUSG00000019470,Xab2,Xab2_8_3668667_-,1,2
230,8,3668667,3668944,-,2,1,3052,28,25,9381,1,ENSMUSG00000019470,1,ENSMUSG00000019470,1,ENSMUSG00000019470,Xab2,Xab2_8_3668667_-,1,2
231,8,3671612,3672341,+,1,1,11147,22,23,9410,1,ENSMUSG00000087687,1,ENSMUSG00000087687,1,ENSMUSG00000087687,Pet100,Pet100_8_3672341_+,1,2
232,8,3671696,3672341,+,3,1,203,0,25,9418,0,ENSMUSG00000087687,1,ENSMUSG00000087687,1,ENSMUSG00000087687,Pet100,Pet100_8_3672341_+,1,2
233,5,3676135,3679969,+,1,1,76,0,19,9483,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3679969_+,1,2
234,11,3676576,3711948,-,2,0,74,0,22,9491,1,ENSMUSG00000020435,2,,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3676576_-,1,6
235,11,3676576,3723705,-,2,1,99,11,23,9495,1,ENSMUSG00000020435,0,ENSMUSG00000020435,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3676576_-,1,6
236,11,3676576,3723717,-,2,0,154,0,25,9496,1,ENSMUSG00000020435,2,,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3676576_-,1,6
237,11,3676576,3724586,-,2,1,778,1,18,9498,1,ENSMUSG00000020435,0,ENSMUSG00000020435,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3676576_-,1,6
238,11,3676576,3725103,-,2,0,125,0,23,9499,1,ENSMUSG00000020435,2,,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3676576_-,1,6
239,11,3676576,3769836,-,2,1,140,3,24,9500,1,ENSMUSG00000020435,1,ENSMUSG00000020435,1,ENSMUSG00000020435,Osbp2,Osbp2_11_3676576_-,1,6
240,5,3677583,3679969,+,1,1,340,12,17,9505,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3679969_+,1,2
241,5,3680293,3681588,+,1,1,792,7,24,9537,1,ENSMUSG00000005907,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3681588_+,1,2
242,5,3680337,3681588,+,1,0,125,0,15,9538,2,,1,ENSMUSG00000005907,1,ENSMUSG00000005907,Pex1,Pex1_5_3681588_+,1,2
243,8,3681205,3682219,+,1,1,4310,46,24,9554,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3682219_+,1,2
244,8,3681205,3683290,+,1,1,479,0,8,9556,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3683290_+,1,3
245,8,3681279,3682219,+,1,1,109,0,15,9559,0,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3682219_+,1,2
246,8,3682270,3683290,+,1,1,3751,4,23,9579,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3683290_+,1,3
247,8,3682582,3683290,+,1,1,2554,2,25,9583,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3683290_+,1,3
248,12,3682965,3698222,+,1,1,303,0,25,9589,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3698222_+,1,2
249,8,3683368,3685445,+,1,1,282,0,24,9600,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3685445_+,1,3
250,8,3684124,3685445,+,1,1,103,1,7,9617,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3685445_+,1,3
251,8,3684624,3685445,+,1,1,10313,2,25,9636,1,ENSMUSG00000004626,1,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3685445_+,1,3
252,16,3689141,3689922,-,2,1,116,0,5,9699,1,ENSMUSG00000039789,1,ENSMUSG00000039789,1,ENSMUSG00000039789,Zfp597,Zfp597_16_3689141_-,1,2
253,16,3689141,3702151,-,2,1,804,2,23,9704,1,ENSMUSG00000039789,0,ENSMUSG00000039789,1,ENSMUSG00000039789,Zfp597,Zfp597_16_3689141_-,1,2
254,8,3691207,3691897,+,1,1,171,0,22,9763,1,ENSMUSG00000004626,0,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3691897_+,1,2
255,8,3691821,3691897,+,1,1,7592,1,19,9786,1,ENSMUSG00000004626,0,ENSMUSG00000004626,1,ENSMUSG00000004626,Stxbp2,Stxbp2_8_3691897_+,1,2
256,12,3694023,3698222,+,1,1,5256,1,17,9839,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3698222_+,1,2
257,7,3695118,3695531,-,2,1,107,0,24,9867,1,ENSMUSG00000035596,0,ENSMUSG00000035596,1,ENSMUSG00000035596,Mboat7,Mboat7_7_3695118_-,1,2
258,7,3695118,3695739,-,2,1,2727,0,7,9869,1,ENSMUSG00000035596,1,ENSMUSG00000035596,1,ENSMUSG00000035596,Mboat7,Mboat7_7_3695118_-,1,2
259,7,3696865,3697596,+,1,1,482,0,22,9881,0,ENSMUSG00000035585,1,ENSMUSG00000035585,1,ENSMUSG00000035585,Tsen34,Tsen34_7_3697596_+,1,4
260,7,3696889,3697596,+,1,1,3025,128,20,9885,1,ENSMUSG00000035585,1,ENSMUSG00000035585,1,ENSMUSG00000035585,Tsen34,Tsen34_7_3697596_+,1,4
261,7,3697058,3697596,+,1,1,317,0,20,9891,0,ENSMUSG00000035585,1,ENSMUSG00000035585,1,ENSMUSG00000035585,Tsen34,Tsen34_7_3697596_+,1,4
262,7,3697414,3697596,+,1,1,113,1,24,9895,0,ENSMUSG00000035585,1,ENSMUSG00000035585,1,ENSMUSG00000035585,Tsen34,Tsen34_7_3697596_+,1,4
263,12,3698390,3768411,+,1,1,360,0,19,9919,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3768411_+,1,2
264,7,3698621,3703526,+,1,1,12061,2327,21,9927,1,ENSMUSG00000035585,1,ENSMUSG00000035585,1,ENSMUSG00000035585,Tsen34,Tsen34_7_3703526_+,1,2
265,7,3700928,3703526,+,1,0,261,0,24,9959,2,,1,ENSMUSG00000035585,1,ENSMUSG00000035585,Tsen34,Tsen34_7_3703526_+,1,2
266,7,3707448,3708731,+,1,1,256,0,23,10012,1,ENSMUSG00000006333,1,ENSMUSG00000006333,1,ENSMUSG00000006333,Rps9,Rps9_7_3708731_+,1,2
267,7,3707768,3708731,+,1,1,50168,6963,24,10019,1,ENSMUSG00000006333,1,ENSMUSG00000006333,1,ENSMUSG00000006333,Rps9,Rps9_7_3708731_+,1,2
268,7,3707768,3709649,+,1,1,126,2,15,10021,1,ENSMUSG00000006333,1,ENSMUSG00000006333,1,ENSMUSG00000006333,Rps9,Rps9_7_3709649_+,1,3
269,7,3708919,3709649,+,1,1,112347,780,25,10030,1,ENSMUSG00000006333,1,ENSMUSG00000006333,1,ENSMUSG00000006333,Rps9,Rps9_7_3709649_+,1,3
270,7,3709181,3709649,+,1,1,1264,1,25,10032,0,ENSMUSG00000006333,1,ENSMUSG00000006333,1,ENSMUSG00000006333,Rps9,Rps9_7_3709649_+,1,3
271,16,3719990,3721329,+,1,1,6521,13,23,10154,1,ENSMUSG00000005982,1,ENSMUSG00000005982,1,ENSMUSG00000005982,Naa60,Naa60_16_3721329_+,1,2
272,16,3720000,3721329,+,1,0,1292,0,24,10159,2,,1,ENSMUSG00000005982,1,ENSMUSG00000005982,Naa60,Naa60_16_3721329_+,1,2
273,8,3721397,3722104,-,2,0,180,0,25,10173,1,ENSMUSG00000089665,2,,1,ENSMUSG00000089665,Fcor,Fcor_8_3721397_-,1,2
274,8,3721397,3722179,-,2,1,3381,16,17,10174,1,ENSMUSG00000089665,1,ENSMUSG00000089665,1,ENSMUSG00000089665,Fcor,Fcor_8_3721397_-,1,2
275,12,3736863,3768411,+,1,1,3839,1,23,10298,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3768411_+,1,2
276,4,3738799,3742441,+,1,1,421,0,25,10308,0,ENSMUSG00000042228,1,ENSMUSG00000042228,1,ENSMUSG00000042228,Lyn,Lyn_4_3742441_+,1,2
277,4,3738862,3742441,+,1,1,850,216,7,10311,1,ENSMUSG00000042228,1,ENSMUSG00000042228,1,ENSMUSG00000042228,Lyn,Lyn_4_3742441_+,1,2
278,14,3742333,3839264,+,1,1,95,0,19,10328,0,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3839264_+,1,5
279,16,3755479,3758631,+,1,1,4142,1,20,10420,1,ENSMUSG00000014232,1,ENSMUSG00000014232,1,ENSMUSG00000014232,Cluap1,Cluap1_16_3758631_+,1,2
280,16,3755775,3758631,+,1,0,359,0,12,10422,2,,1,ENSMUSG00000014232,1,ENSMUSG00000014232,Cluap1,Cluap1_16_3758631_+,1,2
281,12,3768490,3784938,+,1,1,3701,5,16,10523,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3784938_+,1,2
282,12,3782708,3784938,+,1,1,676,0,20,10600,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3784938_+,1,2
283,12,3785027,3799469,+,1,1,97,0,13,10615,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3799469_+,1,2
284,12,3798511,3799469,+,1,1,3287,7,16,10650,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3799469_+,1,2
285,12,3801908,3822586,+,1,1,167,2,20,10682,1,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3822586_+,1,2
286,12,3804117,3822586,+,1,1,2687,2,21,10696,0,ENSMUSG00000071454,1,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3822586_+,1,2
287,16,3812785,3813557,-,2,1,527,0,8,10743,1,ENSMUSG00000039738,1,ENSMUSG00000039738,1,ENSMUSG00000039738,Slx4,Slx4_16_3812785_-,1,2
288,16,3812785,3816981,-,2,1,73,0,22,10745,1,ENSMUSG00000039738,1,ENSMUSG00000039738,1,ENSMUSG00000039738,Slx4,Slx4_16_3812785_-,1,2
289,19,3818341,3843067,+,1,1,399,20,6,10777,1,ENSMUSG00000045098,1,ENSMUSG00000045098,1,ENSMUSG00000045098,Kmt5b,Kmt5b_19_3843067_+,1,2
290,16,3819543,3821390,-,2,0,242,0,23,10789,0,ENSMUSG00000039738,2,,1,ENSMUSG00000039738,Slx4,Slx4_16_3819543_-,1,2
291,16,3819543,3821595,-,2,1,396,3,25,10791,0,ENSMUSG00000039738,0,ENSMUSG00000039738,1,ENSMUSG00000039738,Slx4,Slx4_16_3819543_-,1,2
292,12,3822747,3824569,+,1,1,486,0,22,10821,1,ENSMUSG00000071454,0,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3824569_+,1,2
293,12,3822747,3829618,+,1,1,1421,4,22,10823,1,ENSMUSG00000071454,0,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3829618_+,1,3
294,12,3823641,3824569,+,1,1,198,0,25,10845,1,ENSMUSG00000071454,0,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3824569_+,1,2
295,12,3823641,3829618,+,1,1,147,0,8,10846,1,ENSMUSG00000071454,0,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3829618_+,1,3
296,12,3824611,3829618,+,1,1,1911,6,19,10857,0,ENSMUSG00000071454,0,ENSMUSG00000071454,1,ENSMUSG00000071454,Dtnb,Dtnb_12_3829618_+,1,3
297,14,3833595,3839264,+,1,1,120,0,9,10923,0,ENSMUSG00000058317,1,ENSMUSG00000058317,1,ENSMUSG00000058317,Ube2e2,Ube2e2_14_3839264_+,1,5
298,19,3836628,3843067,+,1,1,2116,7,24,10952,1,ENSMUSG00000045098,1,ENSMUSG00000045098,1,ENSMUSG00000045098,Kmt5b,Kmt5b_19_3843067_+,1,2
